Date,bwming index,bwcncy index,bwoilp index,bwbank index,bwreal index,bwphrm index,bwautm index,bwengn index,bwtech index,bwutil index,bwbuil index,bwiron index,bwcomm index,bwautp index,bwmeda index
09/05/2011,362.01,158.59,183.13,98.19,149.34,116.05,137.16,204.66,146.85,155.58,153.59,234.03,132.78,170.18,104.11
09/06/2011,361.8,157.69,182.26,96.91,147.88,115.3,134.7,201.45,145.84,154.55,150.34,232.74,132,165.28,102.78
09/07/2011,371.39,160.71,187.7,99.86,150.6,117.76,140.32,207.52,150.02,157.86,154.25,241.85,135.1,172.46,105.7
09/08/2011,372.78,160.11,187.77,99.42,149.99,117.2,138.66,206.53,149.34,157.28,153.27,241.73,134.75,171.97,104.24
09/09/2011,363.2,156.47,182.57,96.5,148.2,114.47,134.92,200.53,146.38,153.03,148.88,234.05,131.94,168.05,101.37
09/12/2011,354.29,154.61,180.33,94.06,144.21,112.79,132.65,196.05,147.28,151.05,145.63,228.35,130.49,165.44,100.89
09/13/2011,355.52,155.47,180.87,95.1,143.77,113.48,133.81,196.32,148.65,151.89,146.51,229.61,131.56,166.89,102.15
09/14/2011,354.75,156.65,182.54,94.96,142.38,114.29,135.91,197.47,150.57,153.95,146.63,230.12,132.84,167.17,103.9
09/15/2011,359.44,158.54,186.19,97.14,143.3,115.33,139.96,201.4,153.08,157.02,148.95,234.67,134.94,171.2,105.99
09/16/2011,361.33,159.21,186.54,97.64,144.23,115.47,142.02,202.53,154.93,157.81,149.89,235.67,135.57,174.99,106.71
09/19/2011,350.8,156.87,182.35,94.78,140.44,114.09,139.94,197.49,154.28,155.13,146,228.37,133.72,172.05,105.51
09/20/2011,352.27,158.35,183.42,95.09,139.81,115.55,140.41,198.04,153.91,156.92,146.52,227.13,134.32,171.42,105.76
09/21/2011,342.01,156.33,179.88,93.7,138.41,114.39,138.07,196.02,152.87,154.47,145.63,222.31,132.42,169.62,102.6
09/22/2011,317.32,151.34,169.57,89,132.34,111.23,131.64,186.52,147.41,148.71,139.13,207.34,127.08,162.38,98.27
09/23/2011,311.89,151.56,168.35,89.44,132.15,111.37,131.26,185.59,148.1,149.16,139.49,204.32,127.5,161.31,99.84
09/26/2011,308.47,153.12,170.27,90.48,129.16,112.65,129.83,184.18,149.51,150.64,139.02,200.93,128.35,159.36,101.51
09/27/2011,321.1,156.44,175.64,94.12,132.01,115.02,135.26,190.91,152.57,154.42,143.97,209.66,131.75,167.2,103.83
09/28/2011,311.88,155.51,173.71,92.88,131.38,114.38,134.22,188.93,150.93,153.23,142.96,205.38,130.63,166.55,101.83
09/29/2011,307.82,156.05,174.86,93.74,132.08,115.03,136.04,190.8,150.94,154.79,143.98,205.29,130.32,168.86,101.08
09/30/2011,303.73,154.13,171.95,91.39,129.78,113.96,132.85,186.71,147.43,152.61,141.56,199.97,128.39,164.68,98.59
10/03/2011,295.01,151.03,166.8,88.12,125.68,112.05,129.17,182.66,144.12,149.77,138.64,193.87,125.85,159.4,95.55
10/04/2011,291.38,150.86,166.31,87.43,124,111.88,127.35,180.73,145.93,148.63,136.56,189.8,126.28,157.5,97.21
10/05/2011,301.12,152.16,170.24,88.8,124.38,112.65,128.72,182.67,148.84,149.89,138.6,193.72,128.04,157.12,99.8
10/07/2011,313.99,154.81,174.91,91.57,130.69,114.51,133.01,188.76,151.11,153.6,142.06,204.37,130.19,160.78,102.15
10/10/2011,321.88,157.85,180.09,94.17,131.19,116.97,135.84,193.66,155.67,156.83,144.55,210.21,133.28,163.86,105.68
10/11/2011,322.33,157.5,180.04,95.27,132.36,116.59,137.73,195.01,156.56,156.04,145.53,211.96,133.48,166.84,105.69
10/12/2011,329.57,158.93,183.51,97.78,135.27,117.27,140.27,200.04,157.88,157.8,149.11,216.49,135.05,170.41,107.71
10/13/2011,326.25,158.85,182.68,96.45,138.43,116.7,140.36,200.12,159.26,157.26,149.82,217.12,135.16,172.35,107.15
10/14/2011,331.18,160.35,187.02,96.94,137.92,117.51,141.39,202.16,161.63,158.73,150.06,219.43,137.02,172.82,108.82
10/17/2011,324.69,158.65,185.33,95.82,139.2,116.31,141.18,200.26,159.67,157.03,149.57,216.21,135.6,173.27,106.43
10/18/2011,320.93,159.11,186.73,95.92,135.19,116.61,141.21,198.6,160.12,156.4,147.42,211.66,135.76,173.28,107.68
10/19/2011,315.91,159.06,187.07,96.2,135.71,116.54,140.97,198.31,157.89,157.55,147.53,210.85,134.95,172.54,107.08
10/20/2011,308.27,158.85,186.15,95.13,133.44,116.74,138.44,194.51,156.76,156.13,145.12,205.74,134.3,168.85,107
10/21/2011,314.76,161.59,189.8,96.95,134.2,118.36,141.77,197.85,158.75,159.05,147.34,209.56,136.07,172.19,109.95
10/24/2011,328.66,162.92,192.83,99.18,137.79,118.84,146,203.68,162.37,160.19,151.52,218.02,137.97,178.03,111.7
10/25/2011,328.28,161.02,192.19,98.35,138.39,117.14,145.56,203.47,160.78,158.79,150.79,217.02,136.39,176.12,109.59
10/26/2011,331.43,161.98,194.77,98.84,138.77,118.34,144.97,204.14,161.32,159.31,152.22,218.22,136.55,176.16,110.72
10/28/2011,354.26,166.55,201.63,104.83,147.16,121.91,153.42,212.09,166.13,163.33,158.39,234.98,140.39,182.5,112.01
10/31/2011,339.45,163.25,195.24,101.35,144.5,119.33,147.86,205.47,163.45,160.08,154.6,226.43,137.35,177.2,109.45
11/01/2011,328.77,159.87,189.66,97.24,140.59,117.03,142.84,198.96,159.7,155.75,148.96,218.48,134.06,171.35,106.31
11/02/2011,335.01,160.5,193.35,98.43,142,117.18,142.95,201.23,160.66,157.14,149.93,219.42,135.54,172.29,107.35
11/03/2011,341.67,162.63,195.9,99.25,141.09,119.05,145.2,204.26,163.39,159.49,152.15,221.95,137.48,173.94,109.26
11/04/2011,343.17,162.04,196,98.95,143.27,118.51,145.69,204.29,163.71,157.86,152.16,224.77,137.29,176.78,108.6
11/08/2011,348.08,163.4,199.93,99.59,141.59,119.22,145.21,204.18,165.1,159.35,151.01,224.47,138.13,174.04,109.99
11/09/2011,338.26,159.79,194.18,96.72,141.46,116.55,141.17,198.92,159.88,155.26,147.95,218.46,134.98,170.17,105.41
11/11/2011,342.28,162.78,197.62,97.28,138.63,119.06,141.95,199.73,162.03,158.93,148.14,218.36,137.96,170.07,109.79
11/14/2011,338.12,161.7,196.55,96.54,139.94,118.44,141.78,198.43,161.37,156.84,148,218.94,137.44,170.82,108.62
11/15/2011,336.27,161.69,195.56,95.73,138.66,118.2,140.48,196.52,162.79,155.94,146.75,217.19,136.99,168.44,108.84
11/16/2011,331.29,160.33,194.16,94.41,136.26,117.08,138.12,194.35,160.39,154.5,144.85,213.67,135.51,164.73,106.52
11/17/2011,323.63,159.25,191.58,93.06,135.04,116.33,136.49,192.49,157.31,153.53,143.25,210.24,134.17,162.85,105.4
11/18/2011,318.26,158.83,190.32,92.35,133.04,116.34,134.94,190.46,155.81,153.66,141.8,206.59,133.49,160.14,105.55
11/21/2011,307.09,156.29,185.32,89.98,130.88,114.32,130.91,185.87,152.85,150.23,138.53,198.67,131.23,156.88,103.78
11/22/2011,307.05,156.4,184.5,89.37,130.67,113.78,130.99,184.86,152.6,149.78,138.4,198.1,130.87,157.49,103.4
11/23/2011,297.89,154.15,180.25,87.32,128.44,112.55,127.87,180.67,148.94,147.27,135.32,192.37,128.08,155.01,100.84
11/24/2011,298.5,153.55,179.37,87.52,128.69,111.58,128.32,180.82,149,146.76,135.66,192.13,127.76,155.14,100.93
11/25/2011,296.06,153.22,178.48,87.09,127.82,111.54,127.15,179.54,147.88,146.56,134.41,191.49,126.86,153.23,100.99
11/28/2011,306.61,156.75,184.11,89.76,130.12,114.34,132.02,185.03,152.66,149.98,138.45,198.6,130.04,157.51,103.42
11/29/2011,308.83,157.88,185.64,90.17,131.41,115.21,133.36,187.38,152.84,150.89,139.92,200.19,130.17,159.98,103.55
11/30/2011,322.62,162.35,192.3,93.12,131.51,118.51,136.42,191.5,157.91,155.12,142.04,205.7,133.81,162.99,107.94
12/01/2011,325.35,162.58,193.24,94.28,135.82,118.65,138.28,193.07,159.89,155.45,143.92,210.94,134.26,164.89,107.61
12/02/2011,325.22,161.9,193.72,95.92,135.84,118.39,139.32,194.15,159.44,154.42,144.72,211,134.35,166,108.34
12/05/2011,328.05,162.32,195.33,97.47,136.34,118.31,140.76,195.23,161.12,155.38,145.72,212.94,134.9,166.77,108.65
12/07/2011,326.4,162.81,194.64,97.32,136,119.8,140.94,194.44,160.96,154.18,144.68,210.88,134.8,165.81,108.91
12/08/2011,318.22,161.09,191.12,95.12,134.66,119.17,137.35,190.59,158.81,151.98,142.39,206.55,132.72,162.61,105.93
12/09/2011,320.17,162.24,192.37,95.84,133.04,120.24,137.36,191.08,160.09,153.34,142.74,205.93,133.59,162.34,107.72
12/12/2011,310.18,160.3,187.82,93.64,131.15,118.87,134.75,186.52,158.2,150.29,139.88,201.01,132.18,160.38,107.05
12/13/2011,304.49,159.55,187.91,92.5,129.9,118.98,132.41,184.06,156.34,149.26,138,198.4,131.43,156.74,106.43
12/14/2011,295.79,158.28,184.01,91.39,128.79,118.34,129.68,180.48,153.77,147.67,135.31,194.77,129.99,153.59,104.98
12/15/2011,293.38,159.64,184.5,91.28,128.16,120.31,128.92,179.88,152.92,149.26,134.96,193.75,129.81,151.9,104.9
12/16/2011,296.7,159.97,185.01,92.01,129.94,120.22,128.93,181.53,153.24,149.3,136.3,195.09,130.03,152.38,104.85
12/19/2011,290.56,159.79,182.81,90.92,128.48,120.39,127.72,179.23,151.06,148.28,135.26,190.92,128.83,150.36,103.51
12/20/2011,297.33,162.13,187.35,92.61,129.02,121.65,130.85,182.46,154.75,150.44,137.83,194.6,131.22,154.06,106.78
12/21/2011,298.53,162.56,188.44,93.12,129.74,121.8,132.2,182.8,152.62,150.66,138.29,196.24,131.12,155.78,107.11
12/22/2011,299.86,163.14,190.74,94.23,130.3,122.04,132.83,183.62,153.67,151.84,139.3,197.19,132.1,156.03,107.92
12/23/2011,301.44,164.25,192.08,94.6,131.7,122.7,133.23,185.14,155.11,152.91,140.22,197.88,133.08,156.98,109.24
12/26/2011,301.82,164.3,192.15,94.75,131.84,122.77,133.61,185.32,155.24,152.88,140.7,199.26,133.21,157.4,109.25
12/27/2011,301.05,164.39,192.09,97.86,131.08,122.76,133.04,184.77,155.26,153.17,140.19,198.6,133.22,156.51,109.25
12/28/2011,292.99,163.09,189.44,96.36,130.23,121.84,131.17,182.7,153.69,151.81,138.84,195.81,132.04,154.95,108.01
12/29/2011,294.7,164.25,190.74,97.1,129.85,122.59,132.16,183.71,154.82,152.91,140.02,196.19,133.1,156.22,109.31
12/30/2011,297.35,164.56,191.2,97.52,130.61,123.14,133.47,185.14,154.5,153.38,141.67,197.13,133.63,158.33,109.35
01/02/2012,297.98,164.74,191.44,97.79,130.72,123.35,134.65,186.27,154.88,154.17,141.8,198.36,133.89,158.85,109.53
01/03/2012,311.25,166.51,196.5,99.99,132.52,125.16,137.96,190.19,157.35,154.77,144.32,204.85,135.89,161.6,111.55
01/04/2012,311.82,165.34,196.5,99.46,132.02,124.22,139.31,189.09,157.5,153.85,143.32,205.09,135.22,162.29,111.48
01/05/2012,307.56,164.48,195.18,98.79,130.68,123.35,139.45,186.44,158.09,151.91,141.26,202.92,134.37,161.68,111.78
01/06/2012,305.91,164,195.19,98.15,130.01,123.41,138.71,185.29,158.32,151.08,139.84,202.12,133.63,160.6,111.4
01/07/2012,305.91,164,195.19,98.15,130.01,123.41,138.71,185.29,158.32,151.08,139.84,202.12,133.63,160.6,111.4
01/09/2012,307.28,164.48,196.43,98.45,131.24,123.48,139.43,186.49,158.51,151.67,140.67,202.84,133.52,161.28,111.67
01/10/2012,315.9,165.88,198.99,100.32,133.19,124.23,141.84,190.58,159.46,153.32,144.27,207.62,134.54,164.81,112.78
01/11/2012,317.38,164.91,196.66,100.73,133.76,123.47,142.25,190.73,159.42,152.03,144.28,208.87,134.43,164.81,112.59
01/12/2012,321.27,164.99,195.74,101.56,134.41,123.69,143.12,192.49,159.6,152.59,145.37,210.44,134.51,165.33,112.86
01/13/2012,319.27,163.92,195.21,101.34,134.67,122.58,142.52,191.63,159.11,151.37,144.6,209.35,133.69,165.21,111.92
01/16/2012,319.17,163.83,195.13,101.25,133.25,122.76,143.42,191.64,158.86,151.3,143.13,208.96,133.64,165.04,112.12
01/17/2012,325.37,165.18,197.95,102.22,136.71,123.8,146,196.62,160.13,152.91,147.24,214.66,134.7,167.56,113.05
01/18/2012,329.33,166.14,200.1,102.98,137.29,124.56,146.49,197.96,162.55,152.85,149.05,216.64,135.35,168.58,113.87
01/19/2012,331.63,166.6,201.14,105.28,140.55,124.73,148.67,201.01,163.89,152.83,152.09,220.1,136.3,169.7,115.01
01/20/2012,330.8,166.45,200.65,106.21,142.11,124.01,150.48,201.02,165.83,152.79,151.95,222.08,135.79,170.61,114.59
01/23/2012,333.64,166.33,202.85,107.3,142.74,123.8,151.23,202.38,166.51,152.62,153.38,223.71,136.11,170.64,115.04
01/24/2012,331.35,166.37,202.78,106.95,142.25,123.82,151.45,201.56,166.61,152.77,152.63,222.66,135.51,170.56,114.66
01/25/2012,336.91,167.33,203.3,107.28,142.61,123.7,154.04,203.07,168.96,153.47,153.42,224.59,135.47,173.03,115.24
01/27/2012,344.95,167.45,202.65,108.34,144.65,123.51,153.98,205.73,168.96,155.09,154.99,227.54,136.29,172.87,115.3
01/30/2012,340.42,166.5,200.84,106.36,142.29,123.2,152.42,201.57,169.37,153.71,151.94,223,135.37,170.67,114.7
01/31/2012,341.24,166.65,201.62,106.99,143.28,123.06,152.75,203.04,169.66,154.89,152.45,223.37,135.87,170.51,114.96
02/01/2012,346.02,168.71,203.49,108.65,144.01,124.04,155.44,207.24,171.15,156.64,153.87,226.82,136.98,173.45,116.46
02/02/2012,351.84,168.74,204.09,109.85,145.77,123.54,156.08,209.28,171.64,156.43,155.44,228.54,137.37,175.14,115.94
02/03/2012,355.18,170.16,206.12,111.47,146.68,124.39,158.19,211.38,173.5,157.6,156.68,230.4,138.68,176.44,118.03
02/06/2012,354.22,170,206.38,111.11,146.49,124.12,159.87,210.92,173.13,157.4,157.19,230.75,138.45,177.66,117.94
02/07/2012,351.21,170.88,207.4,111.22,145.77,125.11,159.84,210.3,173.77,158.53,157.51,231.05,138.79,177.74,118.14
02/08/2012,351.51,170.82,207.83,112.34,148.31,124.86,162.32,212.13,175.27,159.18,159.21,235.01,139.12,179.1,118.47
02/09/2012,350.9,171.15,208.32,112.45,149.83,124.89,163.08,212.74,176.57,158.67,159.82,235.91,138.91,179.11,118.53
02/10/2012,343.62,170.3,205.66,110.45,149.27,124.28,159.99,210.75,174.92,157.44,158.06,230.89,138.03,176.79,117.62
02/13/2012,346.75,171.48,207.57,111.27,148.87,125.22,161.28,211.21,176.1,157.96,159.25,233.19,139.12,178.36,118.43
02/14/2012,340.91,171.31,206.87,110.3,150.43,124.91,160.31,209.81,176.45,157.79,157.67,230.03,138.63,177.29,117.83
02/15/2012,339.75,171.23,206.56,110.79,153.01,124.65,162.32,210.41,176.47,157.57,158.08,229.64,138.68,179.54,118.37
02/16/2012,340.24,171.98,207.95,110.81,152.49,125.07,163.46,209.36,178.8,158.42,158.4,227.64,139.19,180.23,119.24
02/17/2012,339.61,171.95,208.69,111.96,154.45,125.16,165.21,211.28,178.93,159.13,160.74,228.75,139.73,182.83,119.95
02/21/2012,345.48,171.99,209.67,113.13,155.63,125.04,166.37,212.37,179.67,159.58,162.21,231.71,140.15,183.5,119.59
02/22/2012,345.9,171.88,210,112.12,156.5,124.92,166.22,212.29,179.22,159,162.09,229.31,139.85,183.71,119.23
02/23/2012,347.98,172.82,211.04,112.19,156.26,125.76,165.79,213.21,179.78,159.01,162.22,229.67,140.25,184.07,120.27
02/24/2012,348.92,173.27,213.57,112.63,157.63,125.55,165.81,214.87,180.9,160,163,232.96,140.61,184.43,120.48
02/27/2012,346.69,172.97,212.95,112.17,156.78,125.18,165.11,213.45,180.79,159.42,162.3,231.22,140.37,183.65,120.5
02/28/2012,350.89,173.83,213.43,113.29,158.44,125.81,165.91,214.85,182.41,159.83,163.01,233.43,141.53,184.62,121.29
02/29/2012,346.33,173.26,212.53,113.22,157.26,124.9,165,213.05,182.19,159.78,162.53,232.8,141.24,183.82,121.48
03/01/2012,346.08,173.97,213.53,113.93,155.43,125.51,165.93,213.64,183.11,160.97,162.72,232.83,141.5,184.82,122.14
03/02/2012,342.71,173.12,212.36,113.85,157.39,125.15,164.89,213.56,182.58,160.88,162.88,232.72,141.16,184.72,121.9
03/03/2012,342.71,173.12,212.36,113.85,157.39,125.15,164.89,213.56,182.58,160.88,162.88,232.72,141.16,184.72,121.9
03/05/2012,331.58,173.31,211.54,112.56,156.54,125.74,164.11,211.42,180.68,160.84,160.86,227.91,140.59,183.04,121.45
03/06/2012,324.27,170.73,206.54,109.36,153.37,123.95,159.6,205.82,178.85,158.46,157.47,219.27,138.56,178.49,119.35
03/07/2012,324.49,171.45,207.07,109.73,153,124.51,159.92,206.92,179.9,158.22,158.29,218.47,138.96,178.19,120.18
03/09/2012,331.23,173.89,208.49,111.58,155.8,125.76,165.18,211.15,183.44,159.21,161.36,223.92,140.49,183.91,122.1
03/12/2012,328.71,174.28,208.05,110.89,155.31,126.14,165.2,210.78,183.11,159.25,160.53,223.25,140.75,183.82,121.71
03/13/2012,332.9,175.58,210.87,113.32,157.27,126.9,165.65,212.17,186.28,160.29,162.75,226.27,142.01,185.24,123.83
03/14/2012,326.47,174.79,209.67,113.52,156.6,126.44,166.96,210.94,187.54,159.43,161.94,227.38,140.92,185.57,122.89
03/15/2012,326.85,175.31,209.55,114.33,155.56,126.67,169.04,211.83,188.55,159.73,162.2,228.59,141.46,187.31,123.07
03/16/2012,328.95,175.91,210.23,115.26,156.11,126.93,168.19,212.76,188.29,159.99,162.61,228.89,141.95,187.05,123.17
03/19/2012,330.62,176.22,210.35,115.32,155.63,127.32,168.14,213.32,189.52,159.7,162.9,230.41,142.34,186.27,123.83
03/20/2012,324.97,175.41,207.5,114.6,154.64,126.94,165,211.12,189.1,159.19,161.1,227.55,142.05,183.71,123.09
03/21/2012,324.3,175.56,206.71,113.9,153.43,127.07,164.43,210.82,188.82,158.87,161.2,225.96,142.5,183.43,123.54
03/22/2012,317.59,175.08,203.45,112.92,152.9,126.67,164.58,208.47,188.28,158.12,159.48,220.75,142.47,182.8,123.19
03/23/2012,319.57,175.52,204.6,113.16,151.62,126.83,164.08,209.64,188.29,158.38,159.72,221.38,142.93,182.4,124.17
03/26/2012,321.71,177.7,207.04,114.08,152.49,128.17,165.37,211.33,190.75,159.38,160.42,222.13,144.24,184.27,125.59
03/27/2012,321.96,177.39,205.14,114.04,154.58,128.26,166.73,211.18,191.65,159.63,161.04,222.01,144.21,185.58,125.13
03/28/2012,314.71,176.75,201.9,113.4,153.5,128.02,166.55,208.32,190.91,157.83,159.37,217.63,143.26,183.96,123.79
03/29/2012,313.72,176.43,200.52,111.82,152.59,127.36,164.96,205.86,190.18,157.25,158.12,215.56,142.69,182.88,123.31
03/30/2012,316.78,177.5,202.07,112.38,151.81,127.97,166.26,207.68,190.09,158.38,159.32,217.16,143.4,183.34,124.75
04/02/2012,322.21,179.11,204.04,113.04,152.69,129.31,169.15,208.74,192.4,159.33,159.87,218.97,143.93,186.07,125.91
04/03/2012,318.22,178.37,202.68,112.2,153.32,128.6,168.24,207.52,192.21,158.4,159.06,217.91,143.09,184.41,124.69
04/04/2012,309.82,176.35,199.38,110.3,152.11,127.33,164.99,203.62,189.36,156.39,156.28,212.91,141.09,180.51,122.63
04/09/2012,309.8,175.3,197.39,108.72,151.63,126.61,161,201.58,188.54,155.26,155.98,210.74,139.97,178.5,121.64
04/10/2012,304.96,173.4,193.71,106.95,151.26,125.55,159.38,198.97,185.98,153.8,153.86,207.47,137.94,175.96,119.31
04/11/2012,305.31,173.81,194.19,107.86,150.86,125.36,159.92,200.14,186.38,154.25,154.09,207.17,138.46,178.06,120.3
04/12/2012,314.66,175.37,196.58,109.73,152.47,126.1,162.09,203.1,188.16,154.85,156.49,211.74,139.96,181.23,122.24
04/13/2012,311.46,174.12,194.68,108.28,153.63,125.17,160.12,201.02,185.48,153.26,155.25,210.58,138.72,179.97,121.11
04/16/2012,308.72,174.95,194.79,107.93,153,126.43,160.61,201.27,183.76,154.06,154.97,209.96,138.33,179.15,121.16
04/17/2012,312.71,176.72,196.72,109.19,152.5,127.7,160.68,204.02,187.16,155.39,156.4,211.79,139.75,179.35,122.83
04/18/2012,314.45,176.8,196.3,108.87,153.74,127.65,162.09,203.46,186.57,154.2,156.43,212.59,139.47,180.57,122.59
04/19/2012,314.37,176.82,195.22,108.54,153.82,127.52,160.64,201.83,184.38,153.66,154.99,211.42,139.18,179.37,121.78
04/20/2012,316.09,178.04,195.64,108.92,154.17,128.94,159.9,202.6,183.15,154.87,155.77,211.51,139.77,179.26,122.42
04/23/2012,308.35,175.98,193.41,107.25,152.41,127.74,156.56,198.44,181.58,152.84,153.63,207.58,138.36,177.74,120.82
04/24/2012,309.01,176.65,194.26,108.15,152.89,128.23,157.81,199.43,181,154.08,154.42,207.92,139.4,178.3,121.53
04/25/2012,313.37,177.83,195.31,108.73,154.67,128.89,160.42,200.95,185.89,154.61,155.99,210.07,140.25,181.28,122.74
04/26/2012,314.28,178.35,196.82,108.87,155.51,128.92,162.47,200.12,187.4,154.25,156.41,209.09,141.25,182.42,123.94
04/27/2012,316.78,178.66,198.04,109.43,155.23,129.12,163.88,201.65,187.66,155.28,157.57,210.37,142.69,184.13,124.64
04/28/2012,316.78,178.66,198.04,109.43,155.23,129.12,163.88,201.65,187.66,155.28,157.57,210.37,142.69,184.13,124.64
04/30/2012,315.17,178.29,198.45,109.19,155.85,129.4,164.06,200.28,186.83,154.93,157.17,209.87,142.99,183.95,124.31
05/02/2012,315.51,178.69,198.18,108.85,156.46,129.09,161.37,200.62,187.78,154.07,157.59,207.86,143.07,183.79,125.3
05/03/2012,311.04,178.37,196.6,107.98,156.6,129.12,160.54,199.24,186.02,153.49,156.4,205.82,143.03,182.77,125.19
05/04/2012,304.48,176.75,191.82,106.93,155.78,128.15,158.07,196.59,182.14,152.61,154.48,201.54,141.23,180.58,122.76
05/07/2012,302.73,176.93,191.35,106.93,153.04,127.73,155.93,196.18,180.87,152.92,154.39,199.74,141.29,178.66,123.05
05/08/2012,294.76,175.69,189,105.78,152.39,127.12,155.04,194.49,179.48,152,152.48,197.74,140.46,177.81,122.3
05/09/2012,292.02,174.27,186.47,104.17,149.95,125.98,154.19,191.2,179,150.56,150.3,195.36,139.85,175.99,121.79
05/10/2012,294.22,174.53,187.78,104.96,149.88,126.12,153.48,191.98,178.41,152.11,150.41,197.12,139.96,175.69,122.93
05/11/2012,290.29,174.73,186.64,103.73,148.75,126.14,154.84,190.07,178.23,151.6,149.75,194.46,139.35,176.55,122.61
05/14/2012,282.83,172.86,182.49,101.57,147.28,124.79,152.75,186.97,176.59,149.75,147.14,189.95,137.85,174.36,121.02
05/15/2012,276.66,171.98,180.42,100.57,146.99,123.86,150.25,185.08,175.57,147.81,145.8,187.25,137.7,171.8,120.35
05/16/2012,272.65,171.38,178.83,99.32,143.93,124.25,147.67,181.84,172.56,146.86,144.3,183.59,136.6,168.54,120.26
05/17/2012,272.31,170,177.19,98.08,144.09,123.39,148.34,182.14,170.57,146,143.59,182.85,135.37,168.82,118
05/18/2012,269.59,168.71,176.01,96.9,141.73,122.87,144.26,179.51,167.74,146.2,142.71,179.77,134,164.71,117.07
05/21/2012,273.51,169.77,177.57,97.4,142.7,123.22,145.59,181.53,171.88,146.17,143.71,182.5,134.99,166.07,118.51
05/22/2012,274.81,169.54,177.8,98.2,144.42,123.13,147.31,183.43,171.86,146.12,145.17,182.38,135.02,167.63,118.64
05/23/2012,271.52,167.9,175.54,97.01,143.19,121.48,145.93,180.48,171.1,144.09,143.46,177.83,133.98,165.98,117.86
05/24/2012,272.61,168.61,176.7,97.04,143.24,122.08,145.44,180.98,169.76,144.87,143.78,177.81,133.99,164.86,118.79
05/25/2012,271.14,169.04,176.65,96.65,143.75,122.56,145.35,181.3,169.55,145.29,143.35,177.13,133.58,164.69,118.5
05/28/2012,274.49,169.28,176.82,97,145.25,122.64,146.29,182.61,169.94,144.94,144.97,178.57,133.74,165.3,118.7
05/29/2012,277.35,169.7,178.46,97.78,147.29,122.65,148.17,183.95,172.2,144.7,146.5,182.2,134.4,167.95,119.85
05/30/2012,270.6,167.73,173.81,96.11,145.86,121.44,146.59,180.54,170.89,142.73,144.43,178.48,132.45,166.03,118.03
05/31/2012,269.18,167.69,172.97,96.23,145.12,121.63,145.83,178.99,170.24,143.3,143.4,176.18,132.22,165.07,117.58
06/01/2012,269.35,165.3,170.02,94.86,143.99,120.37,142.97,176.96,165.83,142.46,140.94,173.13,130.69,161.17,115.03
06/04/2012,268.86,165.17,169.89,94.07,140.4,120.47,138.92,174.58,165.1,142.87,138.49,170.81,130.81,157.49,115.45
06/05/2012,270.74,165.44,170.59,94.92,140.85,120.54,139.59,176.05,166.8,143.3,139.14,172.78,130.86,158.95,116.01
06/06/2012,278.76,168.23,175.19,97.21,143.71,122.29,142.58,179.83,170.76,145.64,142.34,176.7,133.08,162.58,118.25
06/07/2012,279.57,168.65,175.88,97.95,144.4,122.64,144.49,180.91,171.14,145.81,142.09,178.41,133.07,164.44,118.62
06/08/2012,277.3,169.08,175.31,97.28,144.37,122.94,143.08,179.84,171.79,146.49,141.15,176.54,133.54,162.6,119.21
06/11/2012,275.35,168.32,174.63,96.83,146.7,122.49,144.33,180.32,170.04,145.84,141.4,175.68,133.28,163.14,118.25
06/12/2012,278.41,169.44,175.66,97.41,147.76,123.44,143.49,180.9,171.56,146.27,141.83,175.03,134.21,162.77,119.49
06/13/2012,278.19,169.67,175.52,97.71,148.17,124.01,142.58,180.38,171.01,146.55,142.1,175.79,133.88,162.22,118.37
06/14/2012,278.08,171.02,176.28,97.57,147.51,124.94,141.96,180.4,171.01,147.24,141.74,175.88,134.35,161.37,119.74
06/15/2012,282.1,171.72,179.82,99.22,148.39,125.34,142.77,182.17,172.83,148.57,143.54,179.33,135.49,162.76,120.82
06/18/2012,284.97,172.41,179.27,98.77,149.44,125.53,144.27,182.97,174.04,148.15,144.05,180.87,136.16,165.23,121.41
06/19/2012,288.48,174.05,181.87,100.45,149.35,127.3,145.32,184.82,175.59,149.15,145.56,182.47,137.68,166.67,122.73
06/20/2012,288.97,173.79,181.84,100.89,149.95,127.18,145.93,185.58,176.13,149.18,146.18,184.07,138.02,167.79,123.57
06/21/2012,278.22,171.63,175.86,99.22,147.71,126.42,144,182.64,171.77,147.44,143.89,179.82,136.07,165.89,121.89
06/22/2012,274.86,172.16,174.94,99.32,147.14,127,142.83,182.18,172.5,147.65,142.79,176.87,136.44,163.82,122.15
06/25/2012,270.12,170.54,171.89,97.64,145.55,125.95,140.64,179.53,168.73,146.48,140.05,173.15,134.99,161.86,120.05
06/26/2012,270.62,171.03,172.82,97.59,145.92,126.35,139.33,179.04,168.85,147.04,140.12,173.07,135.93,161.14,121.76
06/27/2012,270.62,172.42,174.54,98.82,147.84,127.22,138.61,181.13,170.31,148.7,141.04,172.83,137.17,161.7,123.69
06/28/2012,267.86,172.17,174.24,97.81,147.62,127.19,139.86,180.8,168.99,148.71,140.94,171.4,136.75,162.42,123.24
06/29/2012,278.29,176.48,180.3,100.95,150.73,129.86,143.84,187.39,174.9,152.04,145.58,178.47,140.04,167.01,125.97
07/02/2012,279.87,177.46,181.23,101.6,151.6,130.51,143.26,188.07,175.17,152.7,146.42,179.52,140.65,166.77,127.22
