Date,bwming index,bwcncy index,bwoilp index,bwbank index,bwreal index,bwphrm index,bwautm index,bwengn index,bwtech index,bwutil index,bwbuil index,bwiron index,bwcomm index,bwautp index,bwmeda index
03/13/2009,169.24,102.47,139.61,63.32,94.26,84.35,94.52,147.89,83.02,137.07,91.75,153.49,90.4,74.33,57.03
03/16/2009,170.68,103.06,140.36,64.9,97.12,84.61,95.12,150.09,82.39,139.65,93.94,155.59,91.36,76.52,57.36
03/17/2009,170.53,104.02,142.91,66.42,98.59,85.2,96.45,152.16,84.72,140.42,94.5,154.5,92.62,77.35,58.6
03/18/2009,173.74,104.97,143.46,69.19,100.66,86.43,99.71,154.81,86.4,144.71,96.77,158.92,94.34,79.49,60.14
03/19/2009,183.51,103.77,146.82,69.41,102.14,85.05,99.18,156.82,87.31,145.9,98.8,162.86,94.27,80,59.41
03/20/2009,186.97,103.54,146.1,68.44,100.32,85.04,97.71,155.04,85.75,146.55,98.22,163.04,92.67,78.86,58.8
03/23/2009,197.45,106.47,153.28,73.75,104.92,86.8,99.72,160.13,90.57,151.08,101.88,169.68,96.56,81.14,62.31
03/24/2009,192.96,106.09,151.51,72.83,106.65,86.52,100.18,159.62,89.81,149.51,102.11,171.65,95.86,82.02,62.07
03/25/2009,193.03,106.98,152.37,73.33,105.76,87.55,102.87,160.46,89.95,151.29,102.38,171.32,96.41,81.36,62.12
03/26/2009,198.42,107.86,153.63,74.94,107.41,87.69,105.74,162.58,93.24,150.72,103.16,173.42,97.81,82.13,63.31
03/27/2009,194.43,106.68,150.51,73.5,108.18,86.31,105.57,159.54,90.99,147.49,102.24,174,96.07,83.37,61.5
03/30/2009,185.05,105.25,144.62,68.83,103.97,85.78,100.15,153.13,88.2,143.94,98.8,164.26,93.76,79.19,59.71
03/31/2009,188.68,106.48,145.61,70.72,104.74,87.09,99.22,156.27,89.6,145.31,100.06,165.98,94.96,79.08,61.1
04/01/2009,193.79,107.11,147.6,72.28,106.65,87.47,102.88,159.48,91.47,145.27,101.9,169.17,96.99,82.2,62.96
04/02/2009,201.66,109.38,153.94,76.11,112.93,88.66,111.17,168.21,94.78,149.15,107.35,180.22,100.36,88.08,66.16
04/06/2009,193.63,107.81,152.23,76.81,114.53,85.89,113.03,168.93,95.4,147.91,107.86,182.79,99.8,88.76,65.62
04/08/2009,190.99,107.33,149.26,75.02,110.61,85.52,113.44,166.31,94.01,149.1,105.76,176.14,98.72,87.56,65.11
04/09/2009,197.41,107.65,152.11,79.54,113.98,85.05,115.63,170.46,96.95,148.38,108.52,183.35,100.16,91.27,66.48
04/13/2009,202.79,108.3,153.31,81.41,116.34,85.79,117.56,172.85,96.75,148.86,110.32,189.78,100.51,93.68,66.51
04/15/2009,205.65,108.51,152.14,81.9,119.11,85.89,115.84,173.44,95.26,147.89,111.19,193.46,100.51,92.21,66.54
04/16/2009,203.85,109.28,152.07,82.7,118.58,86.49,114.64,174.99,97.6,148.32,112.82,197.11,102.08,92.1,68.48
04/17/2009,200.54,109.12,152.33,83.31,119.25,86.41,118.92,175.68,97.61,148.17,113.69,201.31,102.24,94.56,68.61
04/20/2009,192.83,107.23,148.07,79.27,118.76,85.12,117.17,170.89,95.39,145.08,111.05,197.37,99.47,94.35,65.58
04/21/2009,192.47,107.31,148.71,79.62,116.92,84.73,114.61,170.57,96.34,146.39,110.61,196.38,99.48,93.4,66.04
04/22/2009,192.02,106.13,147.8,79.49,115.48,82.82,116.71,173.47,96.97,146.08,113.29,197.46,99.32,95.15,66.09
04/23/2009,197.04,106.7,151.13,80.73,117.51,83.1,118.25,174.69,97.62,146.23,114.25,196.14,100.06,96.41,65.88
04/24/2009,204.04,107.79,154.34,82.14,117.93,83.96,119.12,177.8,99.15,148.42,115.95,197.22,101.22,97.49,67.32
04/27/2009,200.5,107.76,152.07,80.66,114.87,85.14,118.91,174.5,98.16,147.74,115.23,192.34,100.24,97.01,66.29
04/28/2009,195.12,107.97,151.38,79.88,113.19,84.96,116.71,170.81,97.29,147.71,113.69,186.37,99.98,94.55,66.22
04/29/2009,201.27,109.5,155.58,82.76,116.74,85.49,117,174.89,98.75,150.87,116.6,188.15,102.1,96.36,69.04
05/04/2009,215.98,111.6,162.05,87.94,126.38,86.83,123.3,184.84,103.43,156.33,123.31,205.13,105.65,102.7,73.26
05/05/2009,219.43,111.33,161.87,88.57,127.52,86.78,123,186.12,102.7,154.88,124.33,205.29,105.67,102.1,73.28
05/06/2009,224.12,112.09,165.17,91.38,129.73,86.89,123.57,188.45,102.57,155.55,124.35,208.43,106.89,103.48,75.24
05/07/2009,225.42,113.06,166.24,91.49,130.88,87.5,125.71,189.16,100.38,155.53,123.46,210.34,105.37,104.71,74.32
05/08/2009,231.41,114.8,172.06,95.63,133.08,88.65,126.66,193.46,100.42,158.98,125.85,215.29,106.62,105.19,75.95
05/11/2009,227.41,113.88,168.96,93.23,131.63,88.2,123.63,189.07,100.36,157.11,122.85,212.07,105.7,101.41,74.22
05/12/2009,227.18,115.14,171.02,92.25,132.66,89.92,122.61,189.13,100.08,158.72,123.42,211.67,105.92,101.05,72.8
05/13/2009,217.7,114.88,169.36,89.06,133.33,90.94,120.53,184.91,98.46,156.67,120.49,206.34,104.46,98.68,71.63
05/14/2009,216.89,115.31,167.76,89.19,131.66,91.16,118.5,184.59,99.13,157.08,120.46,204.26,104.76,96.49,71.85
05/15/2009,217.24,114.54,166.3,89.23,133.23,89.59,119.21,185.69,99.6,155.65,121.77,204.51,104.13,98.89,71
05/19/2009,230.27,116.52,172.35,94.05,138.29,90.73,121.67,196.94,102.82,159.83,126.78,219.24,107.09,101.86,73.34
05/20/2009,237.51,117.61,173.95,93.87,138.14,91.77,122.79,199.71,102.49,162.15,128.01,223.84,107.18,104.24,73.19
05/21/2009,234.52,116.86,170.92,92.97,136.31,91.58,123.08,196.97,100.88,160.92,126.65,218.92,105.65,103.47,71.57
05/22/2009,237.54,116.91,171.47,93,136.24,91.42,122.28,197.54,100.55,162.39,126.48,218.58,105.64,101.62,71.96
05/25/2009,238.98,117.27,171.54,92.98,140.36,91.91,121.74,197.84,100.53,162.32,126.18,219.55,105.74,102.27,72.06
05/26/2009,240.45,118.01,172.4,93.68,140.38,92.3,122.16,197.01,102.65,163.45,125.85,219.41,107.01,102.97,73.46
05/27/2009,240.58,116.9,173.25,93.82,143.41,91.27,121.77,198.77,102.55,162.42,125.83,223.08,106.64,102.54,72.5
05/28/2009,244.9,117.01,176.21,94.35,143.43,91.25,122.42,197.93,103.8,163.05,125,226.55,107.21,103.92,72.85
05/29/2009,252.73,118.53,179.33,95.96,146.59,92.72,124.7,201.25,104.88,164.22,126.85,232.1,108.3,105.59,72.83
06/01/2009,264.39,119.96,186.41,98.11,151.46,93.06,128.24,207.04,107.72,168.29,130.04,245.11,110.86,106.56,74.91
06/02/2009,268.82,121.08,186.68,97.86,150.76,93.19,133.19,209.76,107.6,168.52,132.68,248.76,111.11,107.55,75.66
06/03/2009,258.61,119.94,181.14,96.84,152.83,91.94,130.75,204.43,106.78,164.93,131.29,243.81,109.53,106.19,74.11
06/04/2009,257.51,119.86,182.5,97.83,151.19,91.75,131.35,204.71,107.37,165.13,131.41,244.05,109.85,106.41,74.46
06/05/2009,261.35,118.87,182.64,97.19,150.77,90.73,128.85,203.56,107.73,163.63,131.49,244.32,109.56,106.25,74.25
06/08/2009,256.5,118.42,180.58,97.02,148.53,90.5,129.83,199.59,107.5,161.53,129.69,239.49,108.83,106.64,74.69
06/09/2009,258.59,119.05,182.35,97.68,148.57,90.76,130.57,202.16,108.47,163.31,130.15,240.97,109.8,106.83,75.43
06/10/2009,264.01,118.87,184.29,98.82,150.96,90.44,130.9,204.38,109.1,163.79,131.51,245.9,110.13,107.79,75.25
06/11/2009,267.15,119.8,185.81,100.46,150.61,92.26,131.99,206.09,109.74,165.87,132.03,250.64,111.05,108.7,75.69
06/12/2009,262.47,119.96,183.84,100.15,150.81,93.4,130.38,203.96,109.28,165.78,132.01,247.66,110.56,107.93,75.04
06/15/2009,251.4,117.44,178.53,98.44,149.62,91.27,126.52,199.34,107.45,161.95,129.85,240.35,108.54,105.62,72.89
06/16/2009,249.88,117.29,176.76,97.43,146.59,91.39,124.16,198.52,106.58,162.23,128.16,239.18,107.79,104.24,71.9
06/17/2009,243.16,118.18,173.68,96.34,147.7,92.68,125.24,195.01,107.06,161.01,127.22,236.32,108.2,104.85,72.81
06/18/2009,239.29,119.36,172.87,96.99,146.32,93.63,122.45,194.36,106.34,161.85,126.25,232.88,108.17,103.22,72.68
06/19/2009,242.61,120.18,174.18,98.61,147.57,94.35,122.18,197.52,107.75,163.97,127.96,235.88,108.51,104.02,72.94
06/22/2009,232.09,118.3,167.56,96.28,147.19,92.71,121.19,192.23,105.38,161.47,124.78,230.25,106.4,104.4,70.72
06/23/2009,232.49,119.02,167.05,96.25,144.9,93.59,121.85,192.43,104.88,162.12,124.42,230.51,106.79,102.8,71.42
06/24/2009,239.24,119.11,168.61,97.41,146.67,93.21,124.77,195.32,106.52,162.55,125.87,235.32,107.79,104.08,71.9
06/25/2009,242.96,120.32,169.64,98.22,150.29,93.72,126.35,197.38,108.12,163.76,127.31,238.27,109.02,106.45,73.18
06/26/2009,243.85,120.62,169.9,99.37,153.19,93.57,127.36,199.14,108.23,163.93,128.62,240.27,109.85,108.44,73.04
06/29/2009,244.04,121.28,172.77,100.24,153.6,94.1,126.26,201.62,108.64,165.46,129.39,240.57,110.34,108.4,73.7
06/30/2009,242.67,120.61,171.94,99.38,151.76,93.54,125.93,200.18,108.63,164.15,129.19,238.28,109.54,109.11,73.17
07/01/2009,245.43,122.12,174.15,100.27,154.04,94.57,126.71,202.84,109.69,166.27,130.33,241.58,110.42,110.61,73.72
07/02/2009,240.74,119.9,170.73,98.55,153.11,92.61,123.42,198.55,107.57,162.73,128.19,238.8,108,109.66,71.13
07/03/2009,238.66,119.77,170.42,98.77,155.08,92.35,124.38,198.52,107.64,161.75,127.87,237.76,107.84,110.4,71.35
07/06/2009,230.03,120.46,167,97.92,153.51,93.22,122.77,194.19,107.05,160.86,125.89,235.05,107.65,109.69,71.32
07/07/2009,226.38,119.62,164.44,96.9,150.72,92.8,121.07,192.61,105.31,158.62,125.79,233.67,106.28,108.79,69.58
07/08/2009,223.01,119.58,162.05,95.11,148.84,93.22,119.15,189.72,105.2,157.85,124.98,229.89,105.6,107.48,69.44
07/09/2009,227.22,119.66,163.81,96.01,148.33,92.85,119.78,192.09,105.73,159.27,126.56,233.09,106.32,107.61,70.36
07/10/2009,224.32,118.9,161.47,95.03,148.4,91.54,119.9,189.18,105.84,157.74,125.35,230.92,105.7,108.64,69.87
07/13/2009,224.58,120.22,162.61,96.11,145.42,92.65,120.74,190.63,107.04,159.33,125.25,228.84,106.35,106.77,70.76
07/14/2009,232.28,120.74,164.81,98.12,149.87,92.87,124.04,193.53,107.59,160.21,127.32,234.94,107.22,109.53,71.78
07/15/2009,243.5,122.79,170.43,100.97,152.51,93.91,127.28,199.1,111.45,164.32,129.85,242.79,109.93,110.99,74.07
07/16/2009,245.76,123.79,171.36,101.58,153.07,94.9,129.07,200,113.21,164.27,130.77,246.18,110.43,113.46,75.3
07/17/2009,250.17,123.74,172.41,101.78,155.19,94.68,129,201.26,114.34,163.78,131.95,248.17,111.06,113.5,75.02
07/20/2009,260.14,124.81,176.76,103.72,157.68,95.99,128.59,205.71,115.98,166.61,134.27,253.92,113.01,115.93,77.36
07/21/2009,261.21,125.6,177.61,103.45,158.17,97.45,132.56,206.93,116.52,167.19,135.53,255.4,112.97,118.84,77.17
07/22/2009,261.23,125.6,178.62,103.32,157.35,97.74,132.98,207.45,116.91,167.51,135.78,256.7,113.23,119.29,77.36
07/23/2009,268.47,126.88,182.17,105.24,161.02,98.69,134.13,210.15,118.73,169.15,137.63,260.22,114.86,120.19,79.04
07/24/2009,269.72,127.61,184.44,105.8,161.86,99.47,137.15,212,118.02,169.43,138.78,261.68,115.06,122.14,78.54
07/27/2009,274.59,128.14,185.84,107.16,164.32,99.94,136.42,213.91,118.44,170.26,140.04,268.07,115.75,122.79,79.52
07/28/2009,268.62,128.32,182.81,106.69,166.03,99.84,136.35,212.82,118.96,169.35,139.54,271.65,115.97,122.65,78.83
07/29/2009,260.76,128.11,178.48,105.8,160.22,99.37,135.16,208.95,118.85,168.55,138.49,264.81,115.03,121.65,77.81
07/30/2009,268.62,128.95,180.72,108.54,160.38,99.98,140.59,212.47,119.73,171.14,140.72,271.92,116.52,123.67,78.82
07/31/2009,276.14,129.55,182.25,110.37,164.57,100.48,143.42,215.9,120.4,172.25,143.58,277.21,116.89,127.21,78.92
08/03/2009,286.54,130.39,186.75,112.8,166.75,100.81,146.72,220,121.35,174.6,147.06,287.43,118.28,131.29,80.48
08/04/2009,287.83,130.5,186.87,112.58,165.78,100.96,144.82,219.95,121.27,174.04,147.61,286.92,118.14,130.91,81.19
08/05/2009,287.31,129.79,184.84,112.76,163.93,100.66,141.77,220.82,120.42,172.74,146.73,283.33,117.2,127.39,80.37
08/06/2009,283.38,128.94,182.83,112.8,164.22,99.89,143.56,219.63,119.37,171.72,146.28,280.97,117.4,128.35,80.07
08/07/2009,279.71,129.05,181.43,112.7,160.33,100.21,142.47,218.03,120.03,171.69,145.12,277.51,118.19,126.68,81.76
08/10/2009,274.55,128.89,180.35,112.47,161.32,99.96,141.41,218.14,119.89,171.22,145.23,276.54,118.23,128,81.43
08/11/2009,269.09,128.66,178.4,110.88,162.65,99.73,140.63,216.88,119.01,170.7,145.21,273.57,117.5,127.8,80.15
08/12/2009,269.25,128.84,177.74,111.02,161.28,100.17,138.74,216.6,120.23,172.96,145.15,270.48,117.85,125.88,80.86
08/13/2009,279.18,129.1,179.65,113.78,164.69,100.5,141.8,220.63,121.48,173.51,148.14,276.85,118.76,129.19,80.78
08/14/2009,274.04,128.62,177.84,112.8,164.23,100.16,138.02,218.16,120.95,172.28,146.54,273.78,117.65,128.54,79.9
08/17/2009,259.86,127,171.1,108.71,157.58,99.5,131.86,210.53,117.78,168.45,141.88,260.87,114.4,124.41,77.84
08/18/2009,264.61,127.75,173.08,110.34,158.61,99.97,132.64,213.74,119.39,170.28,142.98,265.24,115.43,126.08,78.29
08/19/2009,263.96,128.58,173.87,109.63,154.95,101.19,130.57,212.8,119.76,171.22,142.52,261.22,115.49,126.39,79.08
08/20/2009,268.84,129.57,177.61,111.63,158.18,101.59,132.59,216.91,120.69,173.43,146.04,265.88,116.96,128.63,79.94
08/21/2009,273.08,131.22,181.56,113.46,159.45,102.94,132.17,219.93,122.27,177.14,148.96,269.06,118.09,127.95,81.77
08/24/2009,278.6,131.66,183.67,114.3,161.66,103.32,133.12,223.25,123.12,177.77,151.59,273.81,118.5,130.6,82.23
08/25/2009,275.57,131.72,183.25,114.08,159.76,103.68,132.46,222.87,123.14,177.36,152.22,269.98,118.88,129.9,82.65
08/26/2009,271.65,131.72,182.42,113.94,160.53,103.41,132.39,221.97,123.42,177.05,151.65,268.03,118.84,130.74,82.57
08/27/2009,270.7,131.88,180.87,114.57,159.42,104.02,131.32,221.82,123.9,178.21,151.16,266.58,118.99,129.54,82.88
08/28/2009,274.37,131.62,180.67,114.73,158.14,103.55,130.96,223.09,124.57,177.93,151.22,265.29,119.12,129.6,83.34
08/31/2009,268.78,131.43,176.28,113.54,153.99,103.28,129.81,219.47,123.75,176.82,149.3,256.92,117.94,126.88,82.43
09/01/2009,262.19,129.76,174.12,110.88,154.58,102.26,128.11,215.89,122.69,174.09,146.48,253.58,116.44,126.97,81.15
09/02/2009,263.79,129.9,174.57,109.79,153.18,101.97,126.95,213.69,122.12,174.19,144.9,250.95,116.01,126.09,80.99
09/03/2009,272.57,129.79,175.74,111.45,157.26,101.06,125.3,216.4,122.74,174.39,146.34,257.61,116.51,125.7,81.13
09/04/2009,277.04,130.85,177.19,113.2,160.28,101.84,126.76,218.45,124.49,175.96,148.33,258.23,118.4,126.73,82.93
09/07/2009,281.29,131.67,178.28,114.4,163.43,102.25,128.26,221.3,125.07,176.99,150.55,262.11,119.34,129.43,83.53
09/08/2009,288.68,132.66,182.31,115.34,166.3,102.72,129.51,224.13,126.4,178.11,152.81,267.07,120.62,131.96,84.16
09/09/2009,288.06,133.42,184.37,115.8,166.86,103.37,129.97,226.06,126.77,179.06,154.64,269.52,121.38,132.83,85.43
09/10/2009,290.55,134.27,185.6,116.2,168.25,104.1,131.82,227.65,128.35,179.94,154.98,272.33,123.22,135.07,87.3
09/11/2009,293.92,134.71,186.6,116.99,169.23,104.37,131.9,229.63,128.09,180.12,156.36,275.86,123.54,134.7,87.44
09/14/2009,291.32,135.09,186.32,116.82,168.37,104.71,130.28,229.07,127.68,181.26,154.95,275.59,123.25,132.43,87.93
09/15/2009,296.45,134.85,188.04,117.31,168.52,104.4,129.72,230.23,128.56,183.17,156.52,280.22,123.68,133.62,88.52
09/16/2009,304.95,135.96,190.49,119.84,169.61,104.97,130.95,233.73,129.88,185.05,159.89,285.57,125.08,135.64,89.85
09/17/2009,304.71,136.41,190.91,120.71,171.01,104.95,131.1,235.44,129.73,185.22,161.91,287.15,125.17,136.31,89.81
09/18/2009,298.59,136.67,189.55,120.08,168.11,105.23,130.28,233.93,129.9,184.8,162.03,284.1,124.89,134.95,89.74
09/22/2009,300.34,137.08,189.75,120.16,167.74,106.43,131.36,234.08,130.84,184.83,160.84,280.9,125.48,136.32,90.17
09/23/2009,297.47,136.51,187.43,119.77,166.37,105.55,130.88,232.65,130.65,183.76,160.1,278.61,124.98,135.31,88.97
09/24/2009,289.95,135.35,184.55,118.11,165.47,104.74,129.92,229.28,129.44,182.23,158.09,274.65,123.51,135.72,87.48
09/25/2009,286.95,135.23,184.43,117.48,164.85,104.95,129.45,227.78,128.33,181.95,157.06,270.44,123.09,135.73,87.14
09/29/2009,288.79,136.12,185.78,119.13,163.76,106.05,127.51,228.11,129.23,183.12,157.59,267.18,123.95,132.9,89.08
09/30/2009,290.8,136.24,185.59,119.18,164.45,105.88,128.03,228.19,129.76,183.66,157.9,267.78,123.89,134.11,88.55
10/01/2009,281.87,134.41,182.83,115.99,163.53,104.65,125.45,224.79,126.68,180.96,155.49,263.42,122.1,130.91,86.9
10/05/2009,284.32,134.68,182.94,116.43,161.03,104.95,123,223.55,126.44,181.15,154.44,261.14,122.34,127.14,86.86
10/06/2009,295.35,136.07,186.81,119.11,164.08,106.01,125.79,227.96,128.33,183.04,157.81,265.19,123.7,129.71,88.06
10/07/2009,299.84,136.05,186.84,119.7,166.32,105.71,126.31,228.22,128.18,182.5,159.13,267.82,123.67,132.24,88.3
10/08/2009,308.19,137.2,190.26,120.99,168.29,106.48,128.85,232.18,129,183.86,161.98,273.33,124.11,134.66,89.45
10/09/2009,307.62,137.31,191.84,121.4,169.1,106.29,128.98,233.1,130.36,183.18,162.35,275.58,123.54,135.78,88.83
10/12/2009,310.24,138.15,193.82,122.2,169.22,107.45,130.61,234.72,131.09,183.57,163.55,276.1,123.85,136.59,89
10/14/2009,320.84,139.2,198.75,125.04,172.73,108.53,132.76,239.96,133.09,184.43,165.83,289.11,125.54,138.42,90.23
10/15/2009,320.01,139.96,199.82,124.85,172.93,109.23,133.09,240,133.12,184.16,166.14,293.34,125.15,139.18,90.3
10/16/2009,317.78,139.61,199.73,122.8,172.72,108.41,131.57,237.65,131.27,183.31,164.38,289.47,124.32,138.3,89.77
10/17/2009,317.78,139.61,199.73,122.8,172.72,108.41,131.57,237.65,131.27,183.31,164.38,289.47,124.32,138.3,89.77
10/20/2009,322.9,140.43,201.43,124.08,179.2,109.43,133.54,239.59,132.51,184.85,164.93,291.16,125.44,138.91,91.27
10/21/2009,324.25,140.18,201.73,123.9,179.75,108.78,133.83,239.18,131.95,185.67,163.93,292.68,125.29,138.29,90.56
10/22/2009,323.55,140.23,200.89,123.78,178.21,108.7,133.19,237.1,132.07,184.55,162.06,287.62,125.34,138.32,90.93
10/23/2009,323.86,139,199.62,123.7,178.13,107.48,133.39,236.14,132.04,182.93,161.35,286.78,124.53,138.14,89.2
10/26/2009,318.23,137.81,197.51,121.37,177.53,106.46,133.29,232.07,131.93,181.12,158.87,283.97,123.26,138.96,87.95
10/27/2009,309.22,138.06,196.97,119.35,172.76,107.4,131.16,229.25,130.54,179.94,156.78,274.63,122.54,136.52,87.23
10/28/2009,295.26,136.59,192.21,116.07,169.06,106.76,129.74,223.27,127.4,177.86,151.97,265.2,121.16,133.73,84.97
10/29/2009,304.12,138.15,194.06,118.65,166.49,107.07,130.99,224.12,128.76,179.1,154.17,266.67,122.59,133.01,87.37
10/30/2009,295.4,136.42,189.39,116.48,168.9,106.25,130.79,220.13,126.71,176.54,151.77,264.31,120.42,133.59,85.33
11/03/2009,300.44,136.58,189.63,115.74,166.37,105.69,128.17,218.52,126.23,175.3,151.11,262.11,119.97,132.25,85.47
11/04/2009,309.39,138.04,191.51,117.27,168.52,107.09,130.31,223.3,127.42,177.89,154.8,268.27,121.41,133.87,86.53
11/05/2009,310.6,139.38,194.31,118.29,167.9,107.31,130.19,225.28,128.85,179,155.85,269.68,122.88,134,88.39
11/06/2009,315.39,139.6,193.86,118.97,169.38,107.39,130.8,227.13,129.57,178.23,156.27,272.71,123.19,135.76,88.86
11/09/2009,327.94,141.85,198.2,122.3,171.41,109.46,132.75,231.97,132.24,181.26,159.31,279.98,125.08,137.24,90.73
11/10/2009,329.12,142.2,198.38,122.77,171.99,109.78,131.3,232.03,132.42,181.69,158.89,279.89,124.9,136.94,90.7
11/11/2009,333.15,142.33,198.29,123.65,172,109.73,131.86,233.47,133.65,182.19,160.34,282.61,125.5,137.55,90.98
11/12/2009,327.93,141.36,195.34,122.32,170.15,108.97,131.41,231.12,133.03,180.34,158.76,279.87,124.78,136.36,90.18
11/13/2009,330.65,142.2,196.26,122.81,170.94,109.35,132.45,232.22,134.03,181.94,159.83,282.41,125.78,137.58,91.47
11/16/2009,343.31,144.05,200.79,124.65,173.69,110.92,135.15,236.04,135.69,184.39,163.03,290.67,126.8,139.74,92.8
11/17/2009,342.35,143.72,200.59,123.71,173.1,110.28,133.99,232.74,136.08,183.43,161.25,290.63,126.53,138.69,92.58
11/18/2009,342.91,143.71,201.06,123.94,171.24,110.86,134.18,233.03,135.75,184.67,161.34,289.95,126.5,138.26,92.21
11/19/2009,337.22,142.49,198.34,121.76,170.29,110,131.88,229.35,133.5,182.58,159.16,286.16,125.23,136.36,91.08
11/20/2009,333.62,142.29,195.89,120.63,170.02,110.44,130.1,228.46,132.74,182.14,158.51,285.56,124.39,135.42,90.03
11/23/2009,342.52,144.32,199.46,123.12,171.09,112.2,131.33,232.05,134.41,184.11,161.15,289.08,126.05,136.55,91.2
11/24/2009,338.44,144.52,197.82,121.36,169.33,112.28,129.86,229.74,133.73,183.7,159.77,289.45,125.67,135.33,90.7
11/25/2009,343.77,145.12,198.93,121.3,170.4,113.13,130.69,230.38,133.95,184.67,160.84,293.79,126.46,137.22,91.38
11/26/2009,340.14,144.83,196.33,118.83,169.52,113.26,128.89,226.94,133.68,183.38,158.02,289.35,126.18,135.44,91.1
11/27/2009,331.95,143.41,193.67,118.23,164.95,112.25,127.85,223.05,131.26,182.1,157.2,283.07,124.73,133.51,89.85
11/30/2009,334.75,143.24,193.27,119.74,168.38,112.12,129.41,223.72,131.7,182.31,158.3,286.8,124.9,135.59,89.31
12/01/2009,344.07,145.31,196.6,121.26,170.6,113.66,133.18,228.32,133.76,184.88,162.4,295.07,126.72,139.19,90.92
12/02/2009,353.12,145.88,196.98,121.86,173.67,114.26,133.62,230.03,133.79,186.43,164.17,299.36,127.66,140.04,91.34
12/03/2009,349.61,145.76,195.73,121.77,175.12,114.24,136.74,230.72,134.36,186.52,164.72,301.34,127.6,142.75,91.42
12/04/2009,339.5,145.62,195.69,121.85,174.32,113.79,134.94,226.68,134.9,185.66,163.21,299.12,127.43,141.73,92.1
12/07/2009,336.31,145.6,194.47,120.75,175.53,113.33,136.17,226.39,134.88,185.7,163.63,299.91,127.52,143.96,93.21
12/08/2009,328.64,144.01,190.97,118.57,174.51,112.35,135.18,223.47,134.17,184,161.6,296.82,126.35,143.58,92.61
12/09/2009,329.37,143.72,190.58,117.44,172.41,112.52,134.51,221.46,135.18,183.98,160.48,295.85,126.03,143.37,92.52
12/10/2009,329.79,144.69,191.08,118.13,172.04,112.89,133.3,222.22,135.51,185.21,161.41,298.6,126.91,141.49,93.68
12/11/2009,330.95,144.77,190.98,117.57,172.58,112.51,134.16,222.09,135.32,185.98,162.27,301.71,126.9,143.55,94.44
12/14/2009,336.27,145.8,193.21,118.9,173.89,113.28,135,224.52,136.46,187.03,164.1,304.1,127.37,145.04,94.59
12/15/2009,333.06,145.32,192.56,117.3,171.21,112.92,133.87,222.94,135.78,185.56,163.31,303.09,126.59,144.29,94.45
12/16/2009,334.64,145.47,193.79,118.42,170.64,113.52,135.06,223.99,136.54,186.39,164.28,303.16,126.9,144.66,94.97
12/17/2009,324.93,143.54,190.14,115.55,168.13,112.31,133.34,220.66,135.09,183.38,161.76,299.11,125.23,142.98,93.56
12/18/2009,323,143.59,189.96,114.97,164.23,112.68,132.42,219.67,137.06,183.17,161.17,297.59,125.3,141.38,93.44
12/21/2009,323.08,144.11,191.32,115.48,163.09,112.93,131.41,220.43,138.13,183.7,161.48,297.44,125.68,141.27,94.38
12/22/2009,323.86,144.83,191.67,115.72,162.67,113.65,133.28,220.84,139.02,183.88,162.48,298.98,126.05,142.45,94.17
12/23/2009,330.17,145.46,193.58,116.25,163.94,113.96,134.06,222.93,139.96,185.13,163.57,302.84,126.78,143.37,94.36
12/24/2009,334.89,146.04,195.14,117.28,165.28,114.25,136.24,224.54,141.62,186.01,164.45,308.32,127.33,145.43,94.84
12/29/2009,337.04,146.79,196.17,117.57,166.02,114.53,136.72,226.1,141.54,187.77,166.2,313.01,127.83,145.99,95.23
12/30/2009,336.21,146.37,196.16,117.67,166.63,113.95,135.65,225.65,142.15,187.21,165.25,313.11,127.59,145.81,94.84
12/31/2009,338.4,145.83,196.28,118.36,167.78,113.46,135.18,226.13,141.2,187.01,165.12,313.53,127.57,145.31,94.62
01/04/2010,347.53,147.61,199.06,119.97,168.19,115.19,137.42,230.16,143.31,188.56,167.48,319.12,129.29,147.98,95.84
01/05/2010,351.27,146.78,200.42,121.33,168.69,113.85,137.29,230.61,143.68,188.35,168.33,321.65,129.55,148.95,95.48
01/06/2010,358.39,147.09,200.93,121.73,169.14,114.12,138.67,232.53,143.55,188.94,169.68,323.77,128.98,148.91,95.45
01/07/2010,356.2,146.56,199.96,121.65,168.67,113.55,136.03,231.75,142.3,187.35,168.22,320.48,127.83,147,95.29
01/08/2010,360.47,147.41,200.13,122.46,170.04,114.06,139,235,143.36,189.21,170.05,324,128.52,149.22,95.76
01/11/2010,364.15,148.43,203.35,122.74,169.14,115.32,139.68,236.41,142.89,190.8,171.25,327.03,128.75,149.8,95.82
01/12/2010,355.83,148.07,202.08,121.5,169.18,114.85,141.67,234.08,142.04,190.05,169.93,324.76,128.05,151.68,94.39
01/13/2010,354.8,149.17,200.57,120.66,165.45,115.87,140.48,233.35,143.02,190.33,169.67,321.38,128.91,150.55,95.63
01/14/2010,358.43,150,201,121.31,165.19,116.75,142.19,235.24,144.65,190.08,170.28,324.37,129.22,153.41,95.91
01/15/2010,354.21,149.25,199.22,119.81,165.94,116.48,142.47,233.14,143.5,187.74,168.78,319.76,127.99,153.35,94.86
01/18/2010,359.48,149.76,199.8,120.35,166.31,116.65,142.23,233.97,143.42,188.77,168.78,320.04,127.92,153.2,94.93
01/19/2010,361.06,150.73,199.99,120.63,166.63,118.12,140.78,233.01,144.23,189.23,168.65,321.06,128.42,152.24,95.43
