Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
9/2/2016,0.010942137,0.003109682,-0.000991701,0.001446051,0.001792115,0.004703037,-0.004099961,0.027764891,0.021847451,0.010023585,0.024570222,0.01076555,0.009951142,-0.001458733,-0.098729228
10/2/2016,-0.006604293,-0.015920555,-0.006478579,0.001999334,-0.022063208,0.003878561,-0.00235248,-0.030452446,-0.012378095,0.001897256,-0.00279213,-0.004167739,-0.005940312,-0.007957866,-0.069414317
11/2/2016,0.003139428,0.002990016,0.030763568,-0.004323246,-0.015243902,0.026512124,-0.00786009,-0.000393955,0.009874668,0.006991988,-0.001988748,-0.041180118,0.004723395,0.00337144,-0.034965035
12/2/2016,-0.002025037,0.01235028,-0.006836386,-0.004676019,-0.004643963,0.003893576,-0.009704892,-0.012360718,-0.007897706,0.00115724,0.01303128,-0.008568195,-0.011147518,-0.011432103,0.066425121
15/02/2016,-0.002305848,0.006099805,0.001078749,-0.02147651,-0.000933126,-0.008532644,0.0068,0.004498295,0.00227445,0.001589366,-0.002381199,0.011088162,0.000144066,-0.044655415,-0.040770102
16/02/2016,0.004714801,-0.030575446,-0.008158867,0.003657979,0.011830635,0.003390273,-0.011124354,-0.01498736,-0.006429652,-0.014281593,-0.026177875,-0.0133319,-0.007418344,0.013699751,0.017709563
17/02/2016,0.003312477,0.000970455,0.011226654,-0.007517084,-0.01,-0.016374269,-0.019686621,0.004839597,-0.011800533,0.001463486,-0.013374184,-0.004358723,-0.036788448,0.029933839,-0.003480278
18/02/2016,-0.007245048,-0.022298826,0.000153484,0.000918063,0.01010101,0.013476021,0.011885246,-0.004196008,-0.011941448,0.005406985,-0.006345692,-0.01477509,0.002636634,0.011790051,0.031431898
19/02/2016,-0.004618938,-0.036635082,0.000153461,0.00836964,-0.020153846,0.001303611,-0.003240178,0.022753921,-0.000389864,0.035174419,-0.030137508,-0.001277494,0.019347083,0.004490728,0.004514673
22/02/2016,0.01549884,0.008520615,0.019997954,0.008072769,0.006437431,0.030985549,0.017878911,0.045820944,-0.008190328,0.01137321,0.016952002,0.014793393,0.025429351,-0.001079123,-0.024719101
23/02/2016,-0.003929812,0.021036516,0.02396831,0.00259418,-0.001092044,-0.014648314,0.012974052,0.017059468,0.007078254,0.02665556,0.000192869,0.002301748,-0.006325474,0.032524403,0.002304148
24/02/2016,0.001000546,0.02938744,0.00812888,0.018433695,0.02276599,-0.006502614,0.009968726,0.028378786,0.008123791,0.001493348,0.01663712,0.019691642,-0.000898053,-0.028361109,0.010344828
25/02/2016,0.00863244,0.006106053,0.004544788,-0.018209741,0.018170806,-0.001796715,-0.011225082,0.001206902,0.054489639,-0.016131219,-0.000778001,0.001114118,-0.008952648,-0.009633169,0.005681818
26/02/2016,-0.009099099,-0.016663118,0.006664721,-0.000782123,0.006692445,-0.028670609,-0.016637307,-0.027204014,0.006550218,0.00413337,-0.024432154,0.00572337,-0.018756349,0.008287293,-0.015819209
29/02/2016,0.012637513,0.011639868,-0.010583289,0.012076484,-0.007829812,0.023692919,0.006170382,0.001708028,-0.010122921,-0.012623491,-0.010457948,-0.004847718,0.013088328,0.020837353,0.028702641
1/3/2016,-0.021817202,0.007171144,0.027840188,0.013368689,-0.02665277,-0.006335661,-0.006923838,0.037144768,0.006939372,-0.020844914,0.019607298,-0.014878746,-0.017043174,0.026913627,0.089285714
2/3/2016,-0.000275356,-0.012964931,0.000475195,-0.00087222,-0.016062414,0.004163956,0.017330677,0.015989169,0.019223794,-0.000993472,-0.01748452,-0.01709218,0.028254251,0.005558214,-0.007172131
3/3/2016,-0.010650018,-0.000215332,0.012871663,-0.002182453,0.01181592,-0.019178437,0.008224006,-0.029031951,-0.00747331,0.003977838,-0.00896724,-0.029201072,-0.005849431,0.016692291,0.054695562
4/3/2016,0.007331106,0.008938187,-0.002719812,0.015857393,-0.011985249,-0.005813185,-0.000971062,0.015031697,0.005736823,0.005235602,0.016191837,0.044330536,0.002142883,0.014834017,-0.000978474
7/3/2016,0.005988024,0.028711709,-0.008463817,-0.01302616,-0.001399689,0.001993356,0.003499222,-0.010849269,0.003208556,0.009290541,0.00432805,0.005501618,0.018266164,0.007095721,0.020568071
8/3/2016,0.000824176,-0.018987342,-0.009199981,0.009925829,-0.002180346,-0.000265252,-0.023246804,-0.007095199,0.016346837,0.008786611,-0.004830918,0.003433108,-0.020323178,0.010392447,-0.009596929
9/3/2016,0.001463995,-0.003913273,0.016464845,-0.006588185,-0.003121586,-0.00331653,0.007338358,-0.007113122,0.001048951,0.009124845,-0.005626655,-0.014861542,-0.013805631,-0.004183955,-0.009689923
