Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
23/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30/12/2016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12/1/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31/01/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/2/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28/02/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/3/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31/03/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12/4/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14/04/2017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
